"player_id","player_name","team","slug_anterior","slug_verificado_nuevo","cambia","sorare_exists","sorare_display_name","sorare_birth_day","sorare_active_club","club_match","sorare_url","external_source_url","source_used","verification_status","original_review_notes","claude_decision","claude_final_slug","claude_notes"
"3a2f38e9-9bb0-44fb-96c5-b49fe02b8ce4","Fede Valverde","Real Madrid","federico-santiago-valverde-dipetta","federico-santiago-valverde-dipetta","no","yes","Federico Valverde","1998-07-22","Real Madrid","yes","https://sorare.com/football/players/federico-santiago-valverde-dipetta","https://es.wikipedia.org/wiki/Federico_Valverde","Sorare GraphQL API; Wikipedia search result","VERIFIED_API_IDENTITY","auto-applied","ACCEPT","federico-santiago-valverde-dipetta","Verificado correctamente por vuestro propio auditor via API de Sorare."
"70f68fc6-bb68-4110-9072-2519fc39a8e9","Manuel Fernández Arroyo","Celta de Vigo","","manuel-fernandez-arroyo","yes","yes","Manu Fernández","2001-04-23","RC Celta","yes","https://sorare.com/football/players/manuel-fernandez-arroyo","https://es.wikipedia.org/wiki/Manuel_Fern%C3%A1ndez_Arroyo","Sorare GraphQL API; Wikipedia search result","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","manuel-fernandez-arroyo","Verificado correctamente por vuestro propio auditor via API de Sorare."
"783bd670-f5b9-4f0f-9b7f-3336feba0481","Damián Rodríguez Sousa","Celta de Vigo","","damian-rodriguez-sousa","yes","yes","Damián Rodríguez","2003-03-17","Cádiz CF","no","https://sorare.com/football/players/damian-rodriguez-sousa","https://es.wikipedia.org/wiki/Dami%C3%A1n_Rodr%C3%ADguez_Sousa","Sorare GraphQL API; Wikipedia search result","REVIEW_CLUB_MISMATCH","review suggested_slug","ACCEPT","damian-rodriguez-sousa","El club distinto no es un error de identidad: es normal que el dato de club en Sorare esté más actualizado que el de vuestra tabla si hubo cesión/traspaso reciente. Nombre y fecha de nacimiento (2003-03-17) coinciden exactamente. Aceptar el slug."
"c566781b-dea2-41b8-952c-91dbcd95befe","Carlos Domínguez Cáceres","Celta de Vigo","","carlos-dominguez-caceres","yes","yes","Carlos Domínguez","2001-02-11","Real Oviedo","no","https://sorare.com/football/players/carlos-dominguez-caceres","https://es.wikipedia.org/wiki/Carlos_Dom%C3%ADnguez_C%C3%A1ceres","Sorare GraphQL API; Wikipedia search result","REVIEW_CLUB_MISMATCH","review suggested_slug","ACCEPT","carlos-dominguez-caceres","Mismo caso: nombre y fecha de nacimiento (2001-02-11) coinciden exactamente con el jugador real del Celta. El club distinto en Sorare probablemente refleja un traspaso/cesión más reciente que vuestro dato. Aceptar el slug."
"e9b10bb1-fff6-4dfa-b17d-1cfe6ad446ab","Enzo Bardelli","Levante UD","enzo-bardeli","enzo-bardeli","no","yes","Enzo Bardeli","2001-04-11","Levante UD","yes","https://sorare.com/football/players/enzo-bardeli","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Enzo%20Bardelli","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","auto-applied","ACCEPT","enzo-bardeli","Verificado correctamente por vuestro propio auditor via API de Sorare."
"2060e950-fe1f-4c20-b9d9-535a502d5229","L. García","Sevilla FC","","","no","no","","","","unknown","https://sorare.com/football/players/","https://es.wikipedia.org/wiki/Jorge_L._Garc%C3%ADa","Wikipedia search result","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"05dbfd4a-e79e-45ec-97b9-02ef25546f79","José Ángel Jurado","Deportivo de La Coruña","","","no","no","","","","unknown","https://sorare.com/football/players/","https://es.wikipedia.org/wiki/Jos%C3%A9_%C3%81ngel_Jurado","Wikipedia search result","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"4444e342-7a1e-4428-9c6e-6628892a718d","Pablo García Taboada","Deportivo de La Coruña","","","no","no","","","","unknown","https://sorare.com/football/players/","https://es.wikipedia.org/wiki/Manuel_Taboada","Wikipedia search result","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"863d51ff-b939-4e26-ac65-202e0d661387","Diego Gómez Pérez","Deportivo de La Coruña","","","no","no","","","","unknown","https://sorare.com/football/players/","https://es.wikipedia.org/wiki/Diego_G%C3%B3mez_P%C3%A9rez","Wikipedia search result","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"08b128cf-58db-4584-8356-09a688e89280","Noé Carrillo","Deportivo de La Coruña","","noe-carrillo","yes","no","","","","unknown","https://sorare.com/football/players/noe-carrillo","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=No%C3%A9%20Carrillo","Sorare GraphQL API; Transfermarkt search","INVALID_SLUG_NOT_FOUND","review suggested_slug","NO_DECISION_IN_REVIEW","","Identidad confirmada (jugador real y actual del Dépor, cantera, ~19 años) pero no encuentro su segundo apellido en fuentes públicas, así que no me atrevo a construir el slug. El slug que probé (noe-carrillo) no existe. Recomiendo buscar 'Noé Carrillo' + Deportivo en la API de Sorare directamente por nombre parcial."
"4677f6e6-e372-4264-b10e-4c31734c975c","José Luis Gayà","Valencia CF","","jose-luis-gaya-pena","yes","yes","Gayà","1995-05-25","Valencia CF","yes","https://sorare.com/football/players/jose-luis-gaya-pena","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jos%C3%A9%20Luis%20Gay%C3%A0","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","jose-luis-gaya-pena","Verificado correctamente por vuestro propio auditor via API de Sorare."
"6edbac5a-348a-414c-ab10-6cb977b81d6a","José Antonio Morente Oliva","Elche CF","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jos%C3%A9%20Antonio%20Morente%20Oliva","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"6f15a767-deb1-4ab1-9294-b3661cb39230","Unai Egiluz","Athletic Club","unai-eguiluz-arroyo","unai-eguiluz-arroyo","no","yes","Unai Eguíluz","2002-03-19","Athletic Club","yes","https://sorare.com/football/players/unai-eguiluz-arroyo","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Unai%20Egiluz","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","auto-applied","ACCEPT","unai-eguiluz-arroyo","Verificado correctamente por vuestro propio auditor via API de Sorare."
"83bc3f7a-7c26-4faa-92f2-933bdcb748c2","Iñaki Williams","Athletic Club","","inaki-williams-arthuer","yes","yes","Williams","1994-06-15","Athletic Club","yes","https://sorare.com/football/players/inaki-williams-arthuer","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=I%C3%B1aki%20Williams","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","inaki-williams-arthuer","Verificado correctamente por vuestro propio auditor via API de Sorare."
"c53b6288-6571-4524-9479-0a03761692ab","Miguel Ángel Rubio Lestán","RCD Espanyol","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Miguel%20%C3%81ngel%20Rubio%20Lest%C3%A1n","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"df216cb7-939b-47b9-8470-749ab4d334b3","Urko González","RCD Espanyol","","urko-gonzalez-de-zarate-quiros","yes","yes","Urko González De Zarate","2001-03-20","RCD Espanyol de Barcelona","yes","https://sorare.com/football/players/urko-gonzalez-de-zarate-quiros","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Urko%20Gonz%C3%A1lez","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","urko-gonzalez-de-zarate-quiros","Verificado correctamente por vuestro propio auditor via API de Sorare."
"3c96adf8-9acd-42ab-bc17-cba397ff6fb5","Diego Ferrer Martínez","Getafe CF","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Diego%20Ferrer%20Mart%C3%ADnez","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"4d110094-84d7-48ec-bc2b-b587b8f41faa","Fede Redondo","Elche CF","federico-redondo-solari","federico-redondo-solari","no","yes","Federico Redondo","2003-01-18","Elche CF","yes","https://sorare.com/football/players/federico-redondo-solari","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Fede%20Redondo","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","auto-applied","ACCEPT","federico-redondo-solari","Verificado correctamente por vuestro propio auditor via API de Sorare."
"6d15bf9c-0a40-4d40-8ec8-e07c35648c36","Jonathan Asp Jensen","Deportivo de La Coruña","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jonathan%20Asp%20Jensen","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"9c982d7d-cf82-4635-9da0-ac0827925446","Daniel Lorenzo Guerrero","Málaga CF","","daniel-lorenzo-guerrero","yes","yes","Dani Lorenzo","2003-04-05","Málaga CF","yes","https://sorare.com/football/players/daniel-lorenzo-guerrero","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Daniel%20Lorenzo%20Guerrero","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","daniel-lorenzo-guerrero","Verificado correctamente por vuestro propio auditor via API de Sorare."
"e37fb60c-a5e2-4956-b251-1264453ab851","Rafael Rodríguez Ruiz","Málaga CF","","rafael-rodriguez-ruiz","yes","yes","Rafa Rodríguez","2003-07-10","Málaga CF","yes","https://sorare.com/football/players/rafael-rodriguez-ruiz","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Rafael%20Rodr%C3%ADguez%20Ruiz","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","rafael-rodriguez-ruiz","Verificado correctamente por vuestro propio auditor via API de Sorare."
"95cadb09-32ab-4d60-ae48-d7c12edae341","Carlos Ruiz Rubio","Málaga CF","","carlos-ruiz-rubio","yes","yes","Chupe","2004-08-24","Málaga CF","yes","https://sorare.com/football/players/carlos-ruiz-rubio","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Carlos%20Ruiz%20Rubio","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","carlos-ruiz-rubio","Verificado correctamente por vuestro propio auditor via API de Sorare."
"136b3790-9567-492c-aec6-2271d2b05b6d","Juan Cruz Díaz Espósito","Málaga CF","","juan-cruz-diaz-esposito","yes","yes","Juan Cruz","2000-04-25","Málaga CF","yes","https://sorare.com/football/players/juan-cruz-diaz-esposito","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Juan%20Cruz%20D%C3%ADaz%20Esp%C3%B3sito","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","juan-cruz-diaz-esposito","Verificado correctamente por vuestro propio auditor via API de Sorare."
"1beabbbe-7b74-40db-a969-278f62c46a73","Jorge Herrando","CA Osasuna","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jorge%20Herrando","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"ffefcce8-5521-4e2f-9cb7-5160dc331d2d","Diego Rico","CA Osasuna","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Diego%20Rico","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"2cf5c505-e46c-48c6-8aa9-319ac17363ff","Lucas Torró","CA Osasuna","","lucas-torro-marset","yes","yes","TORRÓ","1994-07-19","CA Osasuna","yes","https://sorare.com/football/players/lucas-torro-marset","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Lucas%20Torr%C3%B3","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","lucas-torro-marset","Verificado correctamente por vuestro propio auditor via API de Sorare."
"0ccb80f2-591a-47f5-8adf-647f808d15d5","Raúl García de Haro","CA Osasuna","","raul-garcia-de-haro","yes","yes","Raúl","2000-11-03","CA Osasuna","yes","https://sorare.com/football/players/raul-garcia-de-haro","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Ra%C3%BAl%20Garc%C3%ADa%20de%20Haro","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","raul-garcia-de-haro","Verificado correctamente por vuestro propio auditor via API de Sorare."
"e032bbb0-c6b1-4b29-a96c-46a757936337","Pedro Felipe de Jesus Gomes","Racing de Santander","","pedro-felipe-de-jesus-gomes","yes","yes","Pedro Felipe","2004-05-23","Real Racing Club de Santander","yes","https://sorare.com/football/players/pedro-felipe-de-jesus-gomes","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Pedro%20Felipe%20de%20Jesus%20Gomes","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","pedro-felipe-de-jesus-gomes","Verificado correctamente por vuestro propio auditor via API de Sorare."
"6eaf9398-dfef-403b-ad2c-af275921ac8f","Miguel Auría","CA Osasuna","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Miguel%20Aur%C3%ADa","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"b8d7a033-ee3c-4bd9-b940-fa943f55550e","Juan Carlos Arana Gómez","Racing de Santander","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Juan%20Carlos%20Arana%20G%C3%B3mez","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"56c810e8-3484-4e51-97aa-391a58158a38","Miguel Ángel Morro","Rayo Vallecano","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Miguel%20%C3%81ngel%20Morro","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"795d2bc0-d7b5-4a0f-859b-5c5e9c68a2ec","Luiz Felipe Ramos Marchi","Rayo Vallecano","","luiz-felipe-ramos-marchi","yes","yes","Luiz Felipe","1997-03-22","Rayo Vallecano","yes","https://sorare.com/football/players/luiz-felipe-ramos-marchi","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Luiz%20Felipe%20Ramos%20Marchi","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","luiz-felipe-ramos-marchi","Verificado correctamente por vuestro propio auditor via API de Sorare."
"1eb98700-15ba-422e-9079-6d2d39a49e13","Diego Valentín Gómez","Real Betis","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Diego%20Valent%C3%ADn%20G%C3%B3mez","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"39dd8643-4a50-4890-b2a8-20d28af3216d","Federico Valverde 1.º","Real Madrid","federico-santiago-valverde-dipetta","federico-santiago-valverde-dipetta","no","yes","Federico Valverde","1998-07-22","Real Madrid","yes","https://sorare.com/football/players/federico-santiago-valverde-dipetta","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Federico%20Valverde%201.%C2%BA","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","auto-applied","ACCEPT","federico-santiago-valverde-dipetta","Verificado correctamente por vuestro propio auditor via API de Sorare."
"e58b365c-4c91-454b-bd4f-44f0cb69c99c","Raúl Asencio del Rosario","Real Madrid","","raul-asencio-del-rosario","yes","yes","Raúl Asencio","2003-02-13","Real Madrid","yes","https://sorare.com/football/players/raul-asencio-del-rosario","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Ra%C3%BAl%20Asencio%20del%20Rosario","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","raul-asencio-del-rosario","Verificado correctamente por vuestro propio auditor via API de Sorare."
"cb3cda2a-2376-4746-9260-9199c97e082c","Rodrygo Goes 4.º","Real Madrid","rodrigo-martins-gomes","rodrigo-martins-gomes","no","yes","Rodrigo Gomes","2003-07-07","Wolverhampton Wanderers FC","no","https://sorare.com/football/players/rodrigo-martins-gomes","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Rodrygo%20Goes%204.%C2%BA","Sorare GraphQL API; Transfermarkt search","REVIEW_CLUB_MISMATCH","auto-applied","URGENT_FIX_LIVE","","YA APLICADO EN SUPABASE Y ES INCORRECTO. El slug actual (rodrigo-martins-gomes) es Rodrigo Gomes, del Wolverhampton (nacido 2003-07-07), no Rodrygo. El jugador real es Rodrygo Silva de Goes, nacido 09-01-2001 en Osasco, Brasil. Buscar en Sorare con ese nombre completo + fecha de nacimiento y corregir de inmediato en Supabase."
"ea359cce-fb80-4a6c-a1f9-3a0b496b3363","Marcos do Nascimento Teixeira","Sevilla FC","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Marcos%20do%20Nascimento%20Teixeira","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","ACCEPT","marcos-do-nascimento-teixeira","¡Ya está resuelto en vuestros propios datos! En sorare-auto-audit.csv aparece 'Marcão' (Sevilla FC) verificado con ese mismo slug exacto (nacido 1996-06-05, Sevilla FC, VERIFIED_API_IDENTITY). Es la misma persona con dos nombres distintos en vuestra base. Aplicar el slug y revisar si también hay player_id duplicado."
"3899b42d-deb2-41f1-982f-0a3c08ecb545","José Luis García Vayá","Valencia CF","","","no","no","","","","unknown","https://sorare.com/football/players/","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jos%C3%A9%20Luis%20Garc%C3%ADa%20Vay%C3%A1","Transfermarkt search","NO_DECISION_IN_REVIEW","review suggested_slug","NO_DECISION_IN_REVIEW","","No he podido verificar con confianza suficiente la identidad real o el slug exacto en fuentes oficiales. Dejar en revisión manual."
"42a293c6-5442-4c86-9516-2996133f9581","Miguel Ángel Sierra","Sevilla FC","","miguel-angel-sierra","yes","no","","","","unknown","https://sorare.com/football/players/miguel-angel-sierra","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Miguel%20%C3%81ngel%20Sierra","Sorare GraphQL API; Transfermarkt search","INVALID_SLUG_NOT_FOUND","review suggested_slug","NO_DECISION_IN_REVIEW","","Confirmado jugador real de la primera plantilla del Sevilla, pero el slug que probé (miguel-angel-sierra) no existe en Sorare. Puede que su carta use un apellido adicional o un apodo distinto. Recomiendo probarlo directamente en vuestra API con variantes."
"fd111d17-457c-4e16-bf15-ea1aaa822185","Jorge de Frutos Sebastián","Rayo Vallecano","","jorge-de-frutos-sebastian","yes","yes","De Frutos","1997-02-20","Rayo Vallecano","yes","https://sorare.com/football/players/jorge-de-frutos-sebastian","https://www.transfermarkt.es/schnellsuche/ergebnis/schnellsuche?query=Jorge%20de%20Frutos%20Sebasti%C3%A1n","Sorare GraphQL API; Transfermarkt search","VERIFIED_API_IDENTITY","review suggested_slug","ACCEPT","jorge-de-frutos-sebastian","Verificado correctamente por vuestro propio auditor via API de Sorare."
