"player_id","player_name","team","slug_anterior","slug_verificado_nuevo","cambia","sorare_exists","sorare_display_name","sorare_birth_day","sorare_active_club","club_match","sorare_url","external_source_url","source_used","verification_status","original_review_notes","claude_decision","claude_notes"
"ca95918f-3551-455c-bf12-abeeaec28383","A. Rebbach","Deportivo Alavés","abderrahman-rebbach","abderrahman-rebbach","no","yes","A. Rebbach","1998-08-11","D. Alavés","yes","https://sorare.com/football/players/abderrahman-rebbach","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"be6629d5-f472-4a33-ab0b-6d94ddc88c4b","Arda Güler","Real Madrid","arda-guler","arda-guler","no","yes","Arda Güler","2005-02-25","Real Madrid","yes","https://sorare.com/football/players/arda-guler","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"dd425a92-be0c-4a6b-847f-6f7695b9a63c","Peque","Sevilla FC","gerard-fernandez-castellano","gerard-fernandez-castellano","no","yes","Peque Fernández","2002-10-04","Sevilla FC","yes","https://sorare.com/football/players/gerard-fernandez-castellano","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"398c9f43-8451-4ce6-aa88-0c3235b92565","Williot Swedberg","Celta de Vigo","williot-swedberg","williot-swedberg","no","yes","Williot Swedberg","2004-02-01","RC Celta","yes","https://sorare.com/football/players/williot-swedberg","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"99657bdd-cee0-4c48-ac87-09ed5ff459b4","Marcos Llorente","Atlético de Madrid","marcos-llorente-moreno","marcos-llorente-moreno","no","yes","Marcos Llorente","1995-01-30","Atlético de Madrid","yes","https://sorare.com/football/players/marcos-llorente-moreno","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"c664027f-111c-4fc6-9250-7a04a722073a","Clemens Riedel","RCD Espanyol","clemens-riedel","clemens-riedel","no","yes","Clemens Riedel","2003-07-19","RCD Espanyol de Barcelona","yes","https://sorare.com/football/players/clemens-riedel","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"e3f7328f-7731-4852-a10c-fba49fb06363","Pape Gueye","Villarreal CF","pape-gueye","pape-gueye","no","yes","Pape Gueye","1999-01-24","Villarreal CF","yes","https://sorare.com/football/players/pape-gueye","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"d3807dae-a452-41ce-beb8-7dd98a65991a","Luiz Júnior","Villarreal CF","luiz-lucio-reis-junior","luiz-lucio-reis-junior","no","yes","Luíz Júnior","2001-01-14","Villarreal CF","yes","https://sorare.com/football/players/luiz-lucio-reis-junior","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"bf8a3dfe-14b4-4092-808b-d2e8501b57d6","Nicolás Valentini","Deportivo Alavés","nicolas-valentini","nicolas-valentini","no","yes","Nicolás Valentini","2001-04-06","D. Alavés","yes","https://sorare.com/football/players/nicolas-valentini","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"30eb1a3d-7d91-49dd-ac6c-16fc8e71ba75","Iago Aspas","Celta de Vigo","iago-aspas-juncal","iago-aspas-juncal","no","yes","Iago Aspas","1987-08-01","RC Celta","yes","https://sorare.com/football/players/iago-aspas-juncal","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"fa4fa862-430e-487e-8914-45a1d9469217","Ali Houary","Elche CF","ali-houary-jeddoub","ali-houary-jeddoub","no","yes","Ali Houary","2005-08-05","Elche CF","yes","https://sorare.com/football/players/ali-houary-jeddoub","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"d27b7757-8b7b-41ec-ad54-19c5b6c4409b","Matías Dituro","Elche CF","matias-ezequiel-dituro","matias-ezequiel-dituro","no","yes","Matías Dituro","1987-05-08","Elche CF","yes","https://sorare.com/football/players/matias-ezequiel-dituro","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"6b02fe86-6137-44db-913a-8f2c5114e03a","Valentin Rosier","CA Osasuna","valentin-rosier","valentin-rosier","no","yes","Valentin Rosier","1996-08-19","CA Osasuna","yes","https://sorare.com/football/players/valentin-rosier","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"230f2e1f-b15a-4336-8a52-9557450304a1","Moussa Diarra","Málaga CF","moussa-diarra-2002-01-20","moussa-diarra-2002-01-20","no","yes","Moussa Diarra","2002-01-20","Málaga CF","yes","https://sorare.com/football/players/moussa-diarra-2002-01-20","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"f08c8cbb-8822-473c-be27-c3aa813f218a","Ryan","Levante UD","mathew-ryan","mathew-ryan","no","yes","Mathew Ryan","1992-04-08","Levante UD","yes","https://sorare.com/football/players/mathew-ryan","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"68752ff4-b8ad-4f41-872c-eafb6eb7431c","Moussa Diarra","Deportivo Alavés","moussa-diarra-2000-11-10","moussa-diarra-2000-11-10","no","yes","Moussa Diarra","2000-11-10","D. Alavés","yes","https://sorare.com/football/players/moussa-diarra-2000-11-10","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"0effae76-d2d6-4cd1-aa79-4a1661d2bcac","Miguel Rodríguez Vidal","Deportivo Alavés","miguel-rodriguez-vidal","miguel-rodriguez-vidal","no","yes","Miguel Rodríguez","2003-04-29","D. Alavés","yes","https://sorare.com/football/players/miguel-rodriguez-vidal","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"71b67f06-e751-4f11-af52-d3a5bd7d8cab","Mariano Díaz Mejía","Deportivo Alavés","mariano-diaz-mejia","mariano-diaz-mejia","no","yes","Mariano Díaz","1993-08-01","D. Alavés","yes","https://sorare.com/football/players/mariano-diaz-mejia","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"a1bfc909-e6f5-41b8-afd9-5ea63aadd530","Gorka Guruzeta","Athletic Club","gorka-guruzeta-rodriguez","gorka-guruzeta-rodriguez","no","yes","Gorka Guruzeta","1996-09-12","Athletic Club","yes","https://sorare.com/football/players/gorka-guruzeta-rodriguez","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"9b094763-d85c-4e59-a73d-72d7b7739c11","Gerard Moreno","Villarreal CF","gerard-moreno-balaguero","gerard-moreno-balaguero","no","yes","Gerard Moreno","1992-04-07","Villarreal CF","yes","https://sorare.com/football/players/gerard-moreno-balaguero","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"809ea9c1-229a-49e7-8b5a-ec12503d0ef2","Alberto Moleiro","Villarreal CF","alberto-moleiro-gonzalez","alberto-moleiro-gonzalez","no","yes","Alberto Moleiro","2003-09-30","Villarreal CF","yes","https://sorare.com/football/players/alberto-moleiro-gonzalez","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"7b67d20c-bb7e-4075-b624-a5e4711dd834","Hugo Novoa","Deportivo Alavés","hugo-novoa-ramos","hugo-novoa-ramos","no","yes","Hugo Novoa","2003-01-24","D. Alavés","yes","https://sorare.com/football/players/hugo-novoa-ramos","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"5f0a3e55-9d24-462e-9be8-7d965ef56875","Nicolas Pépé","Villarreal CF","nicolas-pepe","nicolas-pepe","no","yes","Nicolas Pépé","1995-05-29","Villarreal CF","yes","https://sorare.com/football/players/nicolas-pepe","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"effe87b0-82c6-4ab9-90c6-00640a2cfdb6","Renato Veiga","Villarreal CF","renato-de-palma-veiga","renato-de-palma-veiga","no","yes","Renato Veiga","2003-07-29","Villarreal CF","yes","https://sorare.com/football/players/renato-de-palma-veiga","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"6ec71938-54a9-465e-a1e1-f46dfb1e9076","Juan Foyth","Villarreal CF","juan-marcos-foyth","juan-marcos-foyth","no","yes","Juan Foyth","1998-01-12","Villarreal CF","yes","https://sorare.com/football/players/juan-marcos-foyth","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"4b8b7b6e-cd3f-4407-a96f-23ecc539aa0b","Tunde","Levante UD","babatunde-jimoh-akinsola","babatunde-jimoh-akinsola","no","yes","Tunde","2003-03-10","AVS","no","https://sorare.com/football/players/babatunde-jimoh-akinsola","","Sorare GraphQL API","REVIEW_CLUB_MISMATCH","all mapped audit","LIKELY_ACCEPT_STALE_TEAM","Nombre y fecha de nacimiento son un identificador único y coinciden, así que muy probablemente es la misma persona y el slug es correcto; lo más probable es que sea un traspaso/cesión reciente que vuestro campo 'team' aún no refleja (como confirmé para Araujo y Mastantuono), no un fallo de identidad. Recomiendo aceptar el slug pero además programar una actualización periódica del campo 'team' de la app contra una fuente en vivo (LaLiga oficial o Sorare) para estos casos de traspaso."
"a490897d-fe33-458f-8fd4-9d32ff61da6f","Santiago Mouriño","Villarreal CF","alvaro-santiago-mourino-gonzalez","alvaro-santiago-mourino-gonzalez","no","yes","Santiago Mouriño","2002-02-13","Villarreal CF","yes","https://sorare.com/football/players/alvaro-santiago-mourino-gonzalez","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"6830a542-fc4a-4cfe-b1cd-a793ca4063ed","Fer Niño","Elche CF","fernando-nino-rodriguez","fernando-nino-rodriguez","no","yes","Fer Niño","2000-10-24","Elche CF","yes","https://sorare.com/football/players/fernando-nino-rodriguez","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"b72ee25b-7027-4409-8858-0bc65ed2d785","Fernando Calero","Málaga CF","fernando-calero-villa","fernando-calero-villa","no","yes","Fernando Calero","1995-09-14","Málaga CF","yes","https://sorare.com/football/players/fernando-calero-villa","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"bf79ff30-8fd6-4fba-9fd2-af71b269f5e2","Aarón Ochoa","Málaga CF","aaron-ochoa-moloney","aaron-ochoa-moloney","no","yes","Aarón Ochoa","2007-04-18","Málaga CF","yes","https://sorare.com/football/players/aaron-ochoa-moloney","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"4fb3ea9a-6e92-4835-a2f0-a592ad92e06f","Mikel Rodríguez","Deportivo Alavés","mikel-rodriguez-ulacia","mikel-rodriguez-ulacia","no","yes","Mikel Rodríguez","2002-04-03","D. Alavés","yes","https://sorare.com/football/players/mikel-rodriguez-ulacia","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"fc276a4d-9f4c-4e90-8b90-24201349aca1","Adrián Niño","Málaga CF","adrian-nino-heredia","adrian-nino-heredia","no","yes","Adrián Niño","2004-06-19","Málaga CF","yes","https://sorare.com/football/players/adrian-nino-heredia","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"d3988e18-9d1b-4e4d-824e-b520ff899309","Selu Diallo","Deportivo Alavés","mamadou-selu-diallo-diallo","mamadou-selu-diallo-diallo","no","yes","Selu Diallo","2003-10-01","D. Alavés","yes","https://sorare.com/football/players/mamadou-selu-diallo-diallo","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"607263ba-2939-4291-b312-8581c23c04f0","Gustavo Albarracín","Deportivo Alavés","gustavo-hidalgo-albarracin","gustavo-hidalgo-albarracin","no","yes","Gustavo Albarracín","2006-04-28","NK Istra 1961","no","https://sorare.com/football/players/gustavo-hidalgo-albarracin","","Sorare GraphQL API","REVIEW_CLUB_MISMATCH","all mapped audit","LIKELY_ACCEPT_STALE_TEAM","Nombre y fecha de nacimiento son un identificador único y coinciden, así que muy probablemente es la misma persona y el slug es correcto; lo más probable es que sea un traspaso/cesión reciente que vuestro campo 'team' aún no refleja (como confirmé para Araujo y Mastantuono), no un fallo de identidad. Recomiendo aceptar el slug pero además programar una actualización periódica del campo 'team' de la app contra una fuente en vivo (LaLiga oficial o Sorare) para estos casos de traspaso."
"f35b1b6c-c0a1-4679-be5b-5b79d48cdd5b","Álex Berenguer","Athletic Club","alejandro-berenguer-remiro","alejandro-berenguer-remiro","no","yes","Álex Berenguer","1995-07-04","Athletic Club","yes","https://sorare.com/football/players/alejandro-berenguer-remiro","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"05567015-1fc8-4ead-a7ea-d99476c66ff0","Alejandro Grimaldo","Atlético de Madrid","alejandro-grimaldo-garcia","alejandro-grimaldo-garcia","no","yes","Alejandro Grimaldo","1995-09-20","Atlético de Madrid","yes","https://sorare.com/football/players/alejandro-grimaldo-garcia","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"ff4d171a-50f0-4a4d-bc19-c5b6816ad118","Dávid Hancko","Atlético de Madrid","david-hancko","david-hancko","no","yes","Dávid Hancko","1997-12-13","Atlético de Madrid","yes","https://sorare.com/football/players/david-hancko","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"6d960142-04fc-4f15-aa33-9fae75679130","Aymeric Laporte","Athletic Club","aymeric-laporte","aymeric-laporte","no","yes","Aymeric Laporte","1994-05-27","Athletic Club","yes","https://sorare.com/football/players/aymeric-laporte","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"916c770e-78a3-4094-bc9e-f13b0f9b567b","Eriksson","Racing de Santander","lars-simon-albin-eriksson","lars-simon-albin-eriksson","no","yes","Simon Eriksson","2006-04-24","Real Racing Club de Santander","yes","https://sorare.com/football/players/lars-simon-albin-eriksson","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"4df8cc94-01eb-446a-ab7c-d39c9d82e470","Davinchi","Getafe CF","david-cordon-mancha","david-cordon-mancha","no","yes","Davinchi","2007-10-16","Getafe CF","yes","https://sorare.com/football/players/david-cordon-mancha","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"330e0d22-f7f4-42af-bf6f-185767365bac","Orel Mangala","Getafe CF","orel-mangala","orel-mangala","no","yes","Orel Mangala","1998-03-18","Getafe CF","yes","https://sorare.com/football/players/orel-mangala","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"054fdbdc-eb22-4d4f-8fc9-700fdedbe889","Aurélien Tchouaméni","Real Madrid","aurelien-tchouameni","aurelien-tchouameni","no","yes","Aurélien Tchouaméni","2000-01-27","Real Madrid","yes","https://sorare.com/football/players/aurelien-tchouameni","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"92d96516-d0c7-4a61-9ebc-51ef55c5d26a","Beñat Gerenabarrena Zendoia","Athletic Club","benat-gerenabarrena-zendoia","benat-gerenabarrena-zendoia","no","yes","Beñat Gerenabarrena","2003-03-29","Athletic Club","yes","https://sorare.com/football/players/benat-gerenabarrena-zendoia","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"9f618004-9896-45a0-91be-65b9ea73cd05","David Soria Solís","Getafe CF","david-soria-solis","david-soria-solis","no","yes","David Soria","1993-04-04","Getafe CF","yes","https://sorare.com/football/players/david-soria-solis","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"cf1d8421-c9dd-4a57-a392-919a6562286a","Asier Villalibre","Racing de Santander","asier-villalibre-molina","asier-villalibre-molina","no","yes","Asier Villalibre","1997-09-30","Real Racing Club de Santander","yes","https://sorare.com/football/players/asier-villalibre-molina","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"83b5b131-3407-4015-9076-35a6ecfc8751","Gustavo Puerta","Racing de Santander","gustavo-adolfo-puerta-molano","gustavo-adolfo-puerta-molano","no","yes","Gustavo Puerta","2003-07-23","Real Racing Club de Santander","yes","https://sorare.com/football/players/gustavo-adolfo-puerta-molano","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"060bfcac-f296-4607-ab0b-32174dc4eea9","Unai Vencedor","Athletic Club","unai-vencedor-paris","unai-vencedor-paris","no","yes","Unai Vencedor","2000-11-15","Athletic Club","yes","https://sorare.com/football/players/unai-vencedor-paris","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"dd2cf4f5-36a2-4619-a8b2-e8030481a0eb","Selton Sánchez","Athletic Club","selton-sued-sanchez-camilo","selton-sued-sanchez-camilo","no","yes","Selton Sánchez","2007-02-20","Athletic Club","yes","https://sorare.com/football/players/selton-sued-sanchez-camilo","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"2ce3e332-8c03-46a9-9e9a-531197ff5134","Adama Boiro","Athletic Club","adama-boiro-boiro","adama-boiro-boiro","no","yes","Adama Boiro","2002-06-22","Athletic Club","yes","https://sorare.com/football/players/adama-boiro-boiro","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"9a9f80d1-570e-4d0b-bf42-12382c389ec6","Nico Serrano","Athletic Club","nicolas-serrano-galdeano","nicolas-serrano-galdeano","no","yes","Nico Serrano","2003-03-05","Athletic Club","yes","https://sorare.com/football/players/nicolas-serrano-galdeano","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"ea345302-bc41-4591-a3bb-4f55dd3d3f95","Johaneko Louis-Jean","Athletic Club","johaneko-louisjean","johaneko-louisjean","no","yes","Johaneko Louis-Jean","2004-06-28","Athletic Club","yes","https://sorare.com/football/players/johaneko-louisjean","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"ed8b9dd5-82e7-4bdd-94b2-a6ffe68ac961","Beñat Prados","Athletic Club","benat-prados-diaz","benat-prados-diaz","no","yes","Beñat Prados","2001-02-08","Athletic Club","yes","https://sorare.com/football/players/benat-prados-diaz","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"43574fb0-b8db-4cfe-8ecd-949b6c0df23d","Maguette Gueye","Racing de Santander","maguette-gueye","maguette-gueye","no","yes","Maguette Gueye","2002-12-30","Real Racing Club de Santander","yes","https://sorare.com/football/players/maguette-gueye","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"08d1cc95-209b-420e-bb5d-fc753e6346cd","Giorgi Guliashvili","Racing de Santander","giorgi-guliashvili","giorgi-guliashvili","no","yes","Giorgi Guliashvili","2001-09-05","Real Racing Club de Santander","yes","https://sorare.com/football/players/giorgi-guliashvili","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"d52d556a-2f98-48ed-8b15-f47d327f2c05","Álvaro Djaló","Athletic Club","alvaro-djalo-dias-fernandes","alvaro-djalo-dias-fernandes","no","yes","Álvaro Djaló","1999-08-16","Athletic Club","yes","https://sorare.com/football/players/alvaro-djalo-dias-fernandes","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"83a84122-2816-4091-9bd5-61f6926a63b0","Endrick","Real Madrid","endrick-felipe-moreira-de-sousa","endrick-felipe-moreira-de-sousa","no","yes","Endrick","2006-07-21","Real Madrid","yes","https://sorare.com/football/players/endrick-felipe-moreira-de-sousa","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"12b79156-7766-443a-87af-e2a7fbe1ee08","Juan Musso","Atlético de Madrid","juan-agustin-musso","juan-agustin-musso","no","yes","Juan Musso","1994-05-06","Atlético de Madrid","yes","https://sorare.com/football/players/juan-agustin-musso","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"a6087a82-70b6-44a6-803b-5a21b0e8a930","José María Giménez","Atlético de Madrid","jose-maria-gimenez-de-vargas","jose-maria-gimenez-de-vargas","no","yes","José María Giménez","1995-01-20","Atlético de Madrid","yes","https://sorare.com/football/players/jose-maria-gimenez-de-vargas","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"f865373e-e7f5-4512-9da7-8bff9ee6dda4","Álvaro Mantilla","Racing de Santander","alvaro-mantilla-perez","alvaro-mantilla-perez","no","yes","Álvaro Mantilla","2000-05-09","Real Racing Club de Santander","yes","https://sorare.com/football/players/alvaro-mantilla-perez","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"1adf7d43-c84c-40e8-9158-ebb7be6bea26","Alejandro Rego","Athletic Club","alejandro-rego-mora","alejandro-rego-mora","no","yes","Alejandro Rego","2003-06-11","Athletic Club","yes","https://sorare.com/football/players/alejandro-rego-mora","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"447fc996-835f-46db-a5cd-bfd1d3aaa53f","Peio Canales","Athletic Club","peio-canales-urtasun","peio-canales-urtasun","no","yes","Peio Canales","2005-01-17","Athletic Club","yes","https://sorare.com/football/players/peio-canales-urtasun","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"3da0d33f-214e-4912-b101-57286987ddfc","Matteo Ruggeri","Atlético de Madrid","matteo-ruggeri","matteo-ruggeri","no","yes","Matteo Ruggeri","2002-07-11","Atlético de Madrid","yes","https://sorare.com/football/players/matteo-ruggeri","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"c9ed15ae-a7cd-4ffa-9d58-1a577f869d6f","Cuti Romero","Atlético de Madrid","cristian-gabriel-romero","cristian-gabriel-romero","no","yes","Cristian Romero","1998-04-27","Atlético de Madrid","yes","https://sorare.com/football/players/cristian-gabriel-romero","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"bebe52f8-a236-472a-8317-5043edaea248","Marash Kumbulla","Rayo Vallecano","marash-kumbulla","marash-kumbulla","no","yes","Marash Kumbulla","2000-02-08","Rayo Vallecano","yes","https://sorare.com/football/players/marash-kumbulla","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
"2f6bc12d-c531-41b1-8ebf-a278867752b8","Pelayo Fernández","Rayo Vallecano","pelayo-fernandez-balboa","pelayo-fernandez-balboa","no","yes","Pelayo Fernández","2003-04-29","Rayo Vallecano","yes","https://sorare.com/football/players/pelayo-fernandez-balboa","","Sorare GraphQL API","VERIFIED_API_IDENTITY","all mapped audit","ACCEPT",""
